Classification,Ticket Number,Title,Description,Account,Queue,Resources,Status,Priority,Created,Due,Impact,Issue Type,Sub-Issue Type,Resolution
CDS-Northwest,T20220701.0365,RE: Not received Claims on hand for 07/01/2022,"FROM: Asit.Joshi@chcs-services.com
FROM NAME: Asit K Joshi
TO: rajinder.bisht@chcs-services.com;support@synoptek.com;sureshkumar.siddabattuni@chcs-services.com;insprodevtm@chcs-services.com;Savitha.Warrier@chcs-services.com;ganeshkumar.raveendranath@chcs-services.com
CC: Muniraju.KS@chcs-services.com;anupama.kumari@chcs-services.com

Email Body: 
+ Ganesh

Regards,
Asit Joshi
From: Rajinder Singh Bisht <https://urldefense.proofpoint.com/v2/url?u=http-3A__rajinder.bisht-40chcs-2Dservices.com&d=DwIFAg&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=lXVQKPQcW1NQNprS6zLd_35EsYwMHpO5zna_MGAJEtc&m=0hEGuyDe_fnNSATSKpIqC6htPhPoP8NghWK5soQMo2Y&s=5GnRMHmdUudm0g8jvn06M2NMpPYMFKy4bwxM2Bg5uVU&e=>
Sent: 01 July 2022 18:53
To: Synoptek Support <support@synoptek.com>; Asit K Joshi <https://urldefense.proofpoint.com/v2/url?u=http-3A__Asit.Joshi-40chcs-2Dservices.com&d=DwIFAg&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=lXVQKPQcW1NQNprS6zLd_35EsYwMHpO5zna_MGAJEtc&m=0hEGuyDe_fnNSATSKpIqC6htPhPoP8NghWK5soQMo2Y&s=u-Nos92YU24rKGfbgwHlEucSciljmojRpmnDRZBIREM&e=>; V N Suresh Kumar Siddabattuni <https://urldefense.proofpoint.com/v2/url?u=http-3A__sureshkumar.siddabattuni-40chcs-2Dservices.com&d=DwIFAg&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=lXVQKPQcW1NQNprS6zLd_35EsYwMHpO5zna_MGAJEtc&m=0hEGuyDe_fnNSATSKpIqC6htPhPoP8NghWK5soQMo2Y&s=uaJuLnsmOj","iBAS, Inc (CHCS)",Merged Tickets,,Complete,Scheduled,7/1/2022 19:26,7/2/2022 17:26,,,,
CDS-Northwest,T20220701.0376,RE: Not received Claims on hand for 07/01/2022,"FROM: mrunal.matkar@chcs-services.com
FROM NAME: Mrunal Matkar
TO: support@synoptek.com;Asit.Joshi@chcs-services.com;sureshkumar.siddabattuni@chcs-services.com;insprodevtm@chcs-services.com;Muniraju.KS@chcs-services.com;anupama.kumari@chcs-services.com
CC: vishal.jhaveri@chcs-services.com;ganeshkumar.raveendranath@chcs-services.com;cna.inf@chcs-services.com;Savitha.Warrier@chcs-services.com

Email Body: 
Hi Rajinder,

Due to month end batch processing, please expect some delay in delivery of file.

Will keep you posted in case of any update.

Thanks,

Mrunal Matkar

From: Asit K Joshi <https://urldefense.proofpoint.com/v2/url?u=http-3A__Asit.Jo&d=DwIFAg&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=lXVQKPQcW1NQNprS6zLd_35EsYwMHpO5zna_MGAJEtc&m=ffYUVIhvv00MfNN2GrMCNrk7Ifv8eDBBIf22SXYofrc&s=fnqKFlpXDkIRVuDehtHICtm9zKVD3CZb8tPyVXP-jXQ&e=shi@chcs-services.com<mailto:Asit.Joshi@chcs-services.com>>
Sent: Friday, July 1, 2022 7:26 PM
To: Rajinder Singh Bisht <https://urldefense.proofpoint.com/v2/url?u=http-3A__rajinder.bi&d=DwIFAg&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=lXVQKPQcW1NQNprS6zLd_35EsYwMHpO5zna_MGAJEtc&m=ffYUVIhvv00MfNN2GrMCNrk7Ifv8eDBBIf22SXYofrc&s=GTYv9U8paqIf3YCJMfIIWD6pSdRxgugeq4WNCwGWKWI&e=sht@chcs-services.com<mailto:rajinder.bisht@chcs-services.com>>; Synoptek Support <support@synoptek.com<mailto:support@synoptek.com>>; V N Suresh Kumar Siddabattuni <https://urldef","iBAS, Inc (CHCS)",Merged Tickets,,Complete,Scheduled,7/1/2022 19:35,7/2/2022 17:35,,,,
CDS-Northwest,T20220701.0381,RE: Not received Claims on hand for 07/01/2022,"FROM: mrunal.matkar@chcs-services.com
FROM NAME: Mrunal Matkar
TO: support@synoptek.com;Asit.Joshi@chcs-services.com;sureshkumar.siddabattuni@chcs-services.com;insprodevtm@chcs-services.com;Muniraju.KS@chcs-services.com;anupama.kumari@chcs-services.com;rajinder.bisht@chcs-services.com
CC: vishal.jhaveri@chcs-services.com;ganeshkumar.raveendranath@chcs-services.com;cna.inf@chcs-services.com;Savitha.Warrier@chcs-services.com

Email Body: 
+ Rajinder
From: Mrunal Matkar <https://urldefense.proofpoint.com/v2/url?u=http-3A__mrunal.matkar-40chcs-2Dservices.com&d=DwIFAg&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=lXVQKPQcW1NQNprS6zLd_35EsYwMHpO5zna_MGAJEtc&m=S7W8M9IKHAgYxub1lRsv3Url4SfM-eQGPEhmvmZR5jA&s=5Y7FXB0jUvl1ItQp6a2lkvwUiMjC1XDALiGrhZycuno&e=>
Sent: 01 July 2022 19:35
To: Synoptek Support <support@synoptek.com>; Asit K Joshi <https://urldefense.proofpoint.com/v2/url?u=http-3A__Asit.Joshi-40chcs-2Dservices.com&d=DwIFAg&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=lXVQKPQcW1NQNprS6zLd_35EsYwMHpO5zna_MGAJEtc&m=S7W8M9IKHAgYxub1lRsv3Url4SfM-eQGPEhmvmZR5jA&s=eU_t27ZPWWcANQiD5ZagqZbE0LgD7w_1mWKzxfZfjXs&e=>; V N Suresh Kumar Siddabattuni <https://urldefense.proofpoint.com/v2/url?u=http-3A__sureshkumar.siddabattuni-40chcs-2Dservices.com&d=DwIFAg&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=lXVQKPQcW1NQNprS6zLd_35EsYwMHpO5zna_MGAJEtc&m=S7W8M9IKHAgYxub1lRsv3Url4SfM-eQGPEhmvmZR5jA&s=yUaQmOTKbVlurNXEY6n8Bi3iPCl448ReLF2WQ","iBAS, Inc (CHCS)",Merged Tickets,,Complete,Scheduled,7/1/2022 19:36,7/2/2022 17:36,,,,
CDS-Northwest,T20220701.0401,Provide domain user id,"Your name: DBA Team
Your email: chcsdba.support@chcs-services.com
Your phone number: 9657810727
How urgent is your request?: Normal
Who is impacted?: Don't know

Hi Team,

Please provide the domain user id for the given user.

jennifer.jeffordsmazo@chcs-services.com

To revoke the database server access, as the user terminated from the organization.

Thanks,
CHCS DBA team
","iBAS, Inc (CHCS)",CDS-Northwest,"MORELL, ALEX (primary)",Complete,P5 - Service Request,7/1/2022 19:45,7/11/2022 19:45,Single User,User Administration,User Offboard,CHCS DBA Team member confirmed this ticket can be closed.
CDS-Northwest,T20220701.0402,RDP issues,"FROM: Ed.McWaters@chcs-services.com
FROM NAME: Ed McWaters
TO: support@synoptek.com
CC: customersupport@synoptek.com

Email Body: 
I am unable to access any of the RDP_Develop0X (1 thru 8) servers using RDP Dev :

Please Escalate

[cid:42ab20fc-fbf0-4b14-80bf-ec0759d12e1c]

Thanks,
Ed Mc","iBAS, Inc (CHCS)",Global Shared Service Desk,"WHITE, MICHEAL (primary)",Complete,P3 - Moderate,7/1/2022 19:45,7/5/2022 19:45,Single User,Software,:Other,
CDS-Northwest,T20220701.0407,Termination of System Access and Hardware Recovery Request,"FROM: nora.dugger@chcs-services.com
FROM NAME: Nora Dugger
TO: CustomerSupport@synoptek.com
CC: chcsdba.support@chcs-services.com;ibasuserprovisioning@chcs-services.com;Jennifer.Gauci@chcs-services.com

Email Body: 
Hello Support,

Termination of Access

Associate Name

Jennifer JeffordsMazo
company email
jennifer.jeffordsmazo@chcs-services.com<mailto:jennifer.jeffordsmazo@chcs-services.com>
Access Term Date
7/1/2022
Access Term Time

Supervisor

Yelena Bobeica
Client Accounts

Prudential

Supervisor redirect as requested
Yes

Account Retention Period

180 days
Supervisor redirect

yelena.bobecia@chcs-services.com<mailto:yelena.bobecia@chcs-services.com>

Hardware Recovery

Associate Name
Jennifer JeffordsMazo
Date of Exit
7/1/2022
Equipment returning
Laptop, Monitors, docking station, mouse, keyboard & headphones
Returning to Office (Yes or No)
No
Shipping to Name
Jennifer JeffordsMazo
Address
3021 SW 46th CT
Address Line 2

City
Ft. Lauderdale
State
FL
Zip
33312
Phone
305-318-4995
Personal email address
jjjmazo@gmail.com<mailto:jjjmazo@gmail.com>
Country
USA

Best Regards,

Nora Dugger

[cid:image001.png@01D88D19.C65AFC20]
Nora Dugger
HR Business Partner
nora.dugger@chcs-services.com<mailto:nora","iBAS, Inc (CHCS)",Business Development,"PETERSON, BRADLEY (primary) | KADIA, ANUJ",Escalate,Scheduled,7/1/2022 19:46,9/15/2022 4:30,Single User,User Administration,Account Administration,
CDS-Northwest,T20220701.0412,New Ticket for Support of AS400,"FROM: Paula.Walker@chcs-services.com
FROM NAME: Paula Walker
TO: support@synoptek.com
CC: lawanda.george@chcs-services.com

Email Body: 
Good morning, I am having trouble getting into AS400 this morning. I need to submit a ticket for someone to please take a look at my account and how it's
Configured.  I get all the way to 5250 Emulator, and it won't accept my password. The password that it is stored in Keeper.

This is an urgent request because most of the work I do daily is done on this program.

Thank you in advance,

Paula Walker","iBAS, Inc (CHCS)",Global Shared Service Desk,"EACHAMBADI, NAUNIT (primary) | COLWELL, SCOTT",Complete,P3 - Moderate,7/1/2022 19:49,7/5/2022 19:59,Single User,Software,:Other,
CDS-Northwest,T20220701.0419,"Minerva Server Monitor Install Missing.  Site: iBAS, Inc (CHCS)  | CHUSE1PRDAPP05","This alert ticket was generated from AEM alert  #02629825-3add-45a2-921a-549e19d487e4 for the trigger ""[Auto Install Monitor - MinervaArmor [WIN][Component]] - VarCheckResult: 2022-07-01T14:25:53: MinervaGroupID found and the agent is not installed. Generate an alert. (No variables)"" within the policy ""Auto Install Monitor - Minerva [WIN][SERVER]"". We last saw this r5.large (Amazon EC2) device online at 2022-07-01 10:05:45 UTC. The last known user was ""null"".","iBAS, Inc (CHCS)",SO - Security Services,"MULTANI, MAYURESH (primary)",Complete,P4 - Functional,7/1/2022 19:56,7/7/2022 19:56,,Monitoring,Other,"Checked Datto.
Device is online.
Verified Minerva is running on the system.
Closing the case."
CDS-Northwest,T20220701.0430,"Minerva Server Monitor Install Missing.  Site: iBAS, Inc (CHCS)  | CHUSE1PRDAPP08","This alert ticket was generated from AEM alert  #db57ffd4-d2a1-4f6b-b3e2-b48108554fd7 for the trigger ""[Auto Install Monitor - MinervaArmor [WIN][Component]] - VarCheckResult: 2022-07-01T14:39:45: MinervaGroupID found and the agent is not installed. Generate an alert. (No variables)"" within the policy ""Auto Install Monitor - Minerva [WIN][SERVER]"". We last saw this r5.large (Amazon EC2) device online at 2022-07-01 11:13:33 UTC. The last known user was ""null"".","iBAS, Inc (CHCS)",SO - Security Services,"MULTANI, MAYURESH (primary)",Complete,P4 - Functional,7/1/2022 20:10,7/7/2022 20:10,,Monitoring,Other,"Checked Datto.
Device is online.
Verified Minerva is running on the system.
Closing the case."
CDS-Northwest,T20220701.0434,LogicMonitor (error) Alert - US-W2:IBSMANPRDAPP17DR_i-03fd2fb6121a0248a - EC2,"Group: Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/iBAS CHCS - AWS Cloud - Production/EC2, AWS devices - EC2, Devices by Type/Misc Host: US-W2:IBSMANPRDAPP17DR_i-03fd2fb6121a0248a Severity Level: error LMD570654466 error - US-W2:IBSMANPRDAPP17DR_i-03fd2fb6121a0248a EC2 CPUUtilization
AWS EC2 instance US-W2:IBSMANPRDAPP17DR_i-03fd2fb6121a0248a is experiencing high sustained CPU utilization of No Data % , placing the instance into error state.

This condition started at 2022-07-01 08:05:00 MDT, -- or 0h 38m ago.

Alert Rule: This alert matches the rule iBAS, Inc_Error
Alert has been sent to:
stage 1:  EOCUser(sms)

Recipients: Alert now is going to stage 2 recipients:  EOCUser(Autotask Integration 2)Alert URL: https://synoptek.logicmonitor.com/santaba/uiv4/alert#detail~id=LMD570654466&type=alert","iBAS, Inc (CHCS)",EOC,"JOHNSON, LUCUS (primary)",Complete,P3 - Moderate,7/1/2022 20:13,7/5/2022 20:13,Single User,Server Management,CPU Utilization,"Turned off monitoring

These won't be monitored till aug

Closing case"
CDS-Northwest,T20220701.0438,LogicMonitor (error) Alert - US-W2:IBSMANPRDAPP25DR_i-0f74448b7855d6e7e - EC2,"Group: Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/iBAS CHCS - AWS Cloud - Production/EC2, AWS devices - EC2, Devices by Type/Misc Host: US-W2:IBSMANPRDAPP25DR_i-0f74448b7855d6e7e Severity Level: error LMD570654426 error - US-W2:IBSMANPRDAPP25DR_i-0f74448b7855d6e7e EC2 CPUUtilization
AWS EC2 instance US-W2:IBSMANPRDAPP25DR_i-0f74448b7855d6e7e is experiencing high sustained CPU utilization of No Data % , placing the instance into error state.

This condition started at 2022-07-01 08:10:00 MDT, -- or 0h 35m ago.

Alert Rule: This alert matches the rule iBAS, Inc_Error
Alert has been sent to:
stage 1:  EOCUser(sms)

Recipients: Alert now is going to stage 2 recipients:  EOCUser(Autotask Integration 2)Alert URL: https://synoptek.logicmonitor.com/santaba/uiv4/alert#detail~id=LMD570654426&type=alert","iBAS, Inc (CHCS)",EOC,"JOHNSON, LUCUS (primary)",Complete,P3 - Moderate,7/1/2022 20:15,7/5/2022 20:15,Single User,Server Management,CPU Utilization,"Turned off monitoring

These won't be monitored till aug

Closing case"
CDS-Northwest,T20220701.0514,LogicMonitor (error) Alert - CHCS-US-EAST-FGTFWB - License Expiration,"Group: System Type/Fortinet FW, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/US East 1/Network, System Type/Network Breakdown/Categorized/Firewalls/FortiGates, Devices by Type/Network, System Type/Network Breakdown/Uncategorized Network Devices, System Type/All Network Host: CHCS-US-EAST-FGTFWB Severity Level: error LMD560897950 error - CHCS-US-EAST-FGTFWB License Expiration ScriptError
Host: CHCS-US-EAST-FGTFWB
Configsource: License Expiration
Configcheck: ScriptError 

Level: error
Start: 2022-07-01 08:57:44 MDT
Duration: 0h 29m
Reason: Unable to retrieve configuration file

Alert Rule: This alert matches the rule iBAS, Inc_Error
Alert has been sent to:
stage 1:  EOCUser(sms)

Recipients: Alert now is going to stage 2 recipients:  EOCUser(Autotask Integration 2)Alert URL: https://synoptek.logicmonitor.com/santaba/uiv4/alert#detail~id=LMD560897950&type=alert","iBAS, Inc (CHCS)",EOC,"JOHNSON, LUCUS (primary)",Complete,P3 - Moderate,7/1/2022 20:57,7/5/2022 20:57,Single User,Network Device Management,License Management,"Recollected data

Alarm cleared

Closing case."
CDS-Northwest,T20220701.0515,RE: New Ticket for Support of AS400,"FROM: lawanda.george@chcs-services.com
FROM NAME: Lawanda George
TO: customersupport@synoptek.com
CC: Paula.Walker@chcs-services.com;support@synoptek.com;amy.hamrac@chcs-services.com

Email Body: 
Hello

Please escalate this issue as soon as possible. The CSR is unable to perform her work duties due to not having access. Per, William Barnes, ""she is unable to enter any data in the Password Field. I don't think this is an AS400 team issue, rather I think it is something that Synoptek has to fix as it seems to be something wrong when her RDS tries to open the AS400 Emulator application"". ""There is something wrong with her RDS that does not allow IBM ACS to properly open, when it does open it does not allow her full functionality of the sign on screen"".

Thanks,

Supervisor
Customer Contact Center

[cid:image001.png@01D88D35.0C240560]

From: Paula Walker <Paula.Walker@chcs-services.com>
Sent: Friday, July 1, 2022 9:19 AM
To: Synoptek Support <support@synoptek.com>
Cc: Lawanda George <https://urldefense.proofpoint.com/v2/url?u=http-3A__lawanda.george-40chcs-2Dservices.com&d=DwIFAg&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=VJm3HREGiVLl2n91z3A4o7wYVt53FeLTZBHwuTC_IYg&m=gtZy7L9H4","iBAS, Inc (CHCS)",Merged Tickets,"COLWELL, SCOTT (primary)",Complete,P2 - Impaired,7/1/2022 20:57,7/2/2022 2:57,Single User,Endpoint Management,Other,
CDS-Northwest,T20220701.0541,RE: Edge Browser Issue,"FROM: Sudheer.Kumar@chcs-services.com
FROM NAME: Sudheer Kumar
TO: customersupport@synoptek.com;support@synoptek.com
CC: Nilesh.Borwankar@chcs-services.com;Rupali.Jadhav@chcs-services.com;Jatin.Khanna@chcs-services.com

Email Body: 
Hi Team,

I am not able to open Edge Browser in below server. Please check and do needful.

IBSMANDEVAPP34  10.20.0.23

Thanks,
Sudheer.","iBAS, Inc (CHCS)",Global Shared Service Desk,"LEE, CHRISTOPHER (primary)",Complete,P3 - Moderate,7/1/2022 21:18,7/6/2022 6:05,Single User,User Administration,Account Administration,
CDS-Northwest,T20220701.0596,RE: Termination of System Access and Hardware Recovery Request,"FROM: Nivritti.Suste@chcs-services.com
FROM NAME: Nivritti Suste
TO: nora.dugger@chcs-services.com;CustomerSupport@synoptek.com
CC: chcsdba.support@chcs-services.com;ibasuserprovisioning@chcs-services.com;Jennifer.Gauci@chcs-services.com

Email Body: 
Hi Nora,

We got user id details of Jennifer JeffordsMazo from Synoptek support and as we checked user 'JJEFFORD' does not have DB access. So, no action required from DBA.

Thanks,
Nivritti.

From: Nora Dugger <nora.dugger@chcs-services.com>
Sent: 01 July 2022 19:42
To: CustomerSupport@synoptek.com
Cc: DL IG https://urldefense.proofpoint.com/v2/url?u=http-3A__chcsdba.support&d=DwIFAg&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=4R5KfZJsEYzGDFkWGKm0QFIvkYo0FhapqINnMBTTLaM&m=xsldStBal91Egs3sCdRR4wP7o2w0rZl4o1bQvwsDzjM&s=UU3NjwGZHdMdn04LqDubsJ3Zto74aqR5UomW1nHyJGc&e= <https://urldefense.proofpoint.com/v2/url?u=http-3A__chcsdba.support-40chcs-2Dservices.com&d=DwIFAg&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=4R5KfZJsEYzGDFkWGKm0QFIvkYo0FhapqINnMBTTLaM&m=xsldStBal91Egs3sCdRR4wP7o2w0rZl4o1bQvwsDzjM&s=JyRc17hkfVYZ3mpc3CZ3CDNu1iGDs9ZMp-vLVaJqWzI&e=>; DL IN IBAS User Provisioning <ibasuserprovisioning@chcs-services.com>; Jennifer Gauci <https://urldefense.proofpoint.com/v2/url?u=http-3A","iBAS, Inc (CHCS)",Merged Tickets,,Complete,Scheduled,7/1/2022 21:51,7/2/2022 19:52,,,,
CDS-Northwest,T20220701.0677,Need Outgoing Iron Mountain tape Bin # used for Coresite ticket number is CAS-02726098 and the Synoptek ticket is T20220629.0311,"FROM: william.barnes@chcs-services.com
FROM NAME: William Barnes
TO: support@synoptek.com
CC: edavidson@synoptek.com

Email Body: 
Hello,
Coresite ticket number is CAS-02726098 and the Synoptek ticket is T20220629.0311
Coresite may have entered the Outgoing Tape Bin number into the Coresite ticket shown above but, I dont have access to it. Please look at CAS-02726098 and see if they put the Outgoing Tape Bin number and provide to me. If the Bin number is not in the Coresite Ticket, would you please contact Coresite in the Reston Data Center and ask them to give you the Outgoing Iron Mountain Tape Bin # that was used when they unloaded my 19 Outgoing Tapes this morning at 11:30am?
I need to submit my ticket with Iron Mountain today for them to come Pick Up that Outgoing Tape Bin and take to Iron Mountain on Tuesday 07/05/22.

Regards,

[cid:f3ddaaea-0497-4e19-b460-d686e6ebbf89]
William K. Barnes
Senior Operator (CCS Operations Group)
Email: william.barnes@chcs-services.com
Mobile Phone: 850-572-0012","iBAS, Inc (CHCS)",Merged Tickets,"PARMAR, NIKUNJ (primary)",Complete,P3 - Moderate,7/1/2022 22:26,7/5/2022 22:26,Single User,Software,:Other,
CDS-Northwest,T20220701.0681,Office 365 Licensing Change- 06-29-2022 CHCS Hardware Recovery Request _ Kirti Matta {Unencrypted Email},"Which Licenses need to be changed? (repeat checklist questions for each different license)
Removed 1 Enterprise Mobility + Security E3
Removed 1 office 365 E5 licenses

How many licenses need to be changed?
2

Who should be added or removed? (if applicable)
removed Kirti Matta","iBAS, Inc (CHCS)",Billing,"ZBOROWSKI, STACEY (primary)",Complete,P5 - Service Request,7/1/2022 22:29,7/11/2022 22:29,,Collaboration,MACD O365 Licensing Change,
CDS-Northwest,T20220701.0721,LogicMonitor (error) Alert - CHUSE1PRDDBC1A - SQL System Jobs-DBA_Daily_Disk_Space_Report (MSSQLSERVER),"Group: Devices by Type/SQL Servers, System Type/All Servers (no LM Collectors), Devices by Type/Windows Servers, System Type/Windows, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/US East 1/Servers - Prod/SQL/SQL Clusters, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Prod/SFTP Arch - Prod, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Prod/RDB Arch - BAU AFLAC - Prod, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Non-Prod/Case360 - BAU - QA, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Prod/Case360 - BAU - Prod, System Type/SYN DBA SQL Servers - SQL Management, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Prod/UPCS GENIII MAVRO - Prod, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/_Managed SQL Servers Host: CHUSE1PRDDBC1A Severity Level: error LMD570684664 error - CHUSE1PRDDBC1A SQL System Jobs-DBA_Daily_Disk_Space_Report (MSSQLSERVER) job_failed
Host: CHUSE1PRDDBC1A
Datasource: SQL System Jobs-DBA_Daily_Disk_Space_Report (MSSQLSERVER)
Datapoint: job_failed
Level: error
Start: 2022-07-01 11:27:39 MDT
Duration: 0h 2m
Value: 1.0
ClearValue: 
Reason: job_failed = 1 1

Alert Rule: This alert matches the rule Alerts to DBA Team - SystemJob DataSource
Recipients: Alert now is going to stage 1 recipients:  EOCUser(Autotask Integration 2 - SQL)Alert URL: https://synoptek.logicmonitor.com/santaba/uiv4/alert#detail~id=LMD570684664&type=alert","iBAS, Inc (CHCS)",SO - Database Management,,Complete,P4 - Functional,7/1/2022 22:59,7/7/2022 22:59,,Monitoring,Maintenance,This job is owned by Shagaf and the ibas DBA team.
